Kommunenummer	Stadnamn	Prioritet	Stadtype nynorsk	Stadtype bokmål	Stadtype engelsk	Kommune	Fylke	Lat	Lon	Høgd	Nynorsk	Bokmål	Engelsk	
1247	Fauskanger	45	Bygd	Bygd	Village area	Askøy	Hordaland	60.51044	5.03633		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Fauskanger/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Fauskanger/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Fauskanger/forecast.xml
1247	Florvåg	26	Tettstad	Tettsted	Small town	Askøy	Hordaland	60.42097	5.23846		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Florvåg/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Florvåg/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Florvåg/forecast.xml
1247	Follese	56	Tettbebyggelse	Tettbebyggelse	Settlement	Askøy	Hordaland	60.41023	5.15433		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Follese/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Follese/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Follese/forecast.xml
1247	Frommereid	56	Tettbebyggelse	Tettbebyggelse	Settlement	Askøy	Hordaland	60.50192	5.07708		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Frommereid/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Frommereid/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Frommereid/forecast.xml
1247	Hanevik	56	Tettbebyggelse	Tettbebyggelse	Settlement	Askøy	Hordaland	60.49924	5.15061		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Hanevik/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Hanevik/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Hanevik/forecast.xml
1247	Haugland	45	Bygd	Bygd	Village area	Askøy	Hordaland	60.45009	5.16039		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Haugland~92222/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Haugland~92222/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Haugland~92222/forecast.xml
1247	Haugland	41	Grend	Grend	Village	Askøy	Hordaland	60.51322	5.08545		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Haugland/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Haugland/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Haugland/forecast.xml
1247	Hauglandshella	45	Bygd	Bygd	Village area	Askøy	Hordaland	60.44609	5.15540		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Hauglandshella/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Hauglandshella/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Hauglandshella/forecast.xml
1247	Hegernes	41	Grend	Grend	Village	Askøy	Hordaland	60.52236	5.09511		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Hegernes/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Hegernes/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Hegernes/forecast.xml
1247	Herdla	55	Kyrkje	Kirke	Church	Askøy	Hordaland	60.56824	4.95051		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Herdla/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Herdla/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Herdla/forecast.xml
1247	Hetlevik	56	Tettbebyggelse	Tettbebyggelse	Settlement	Askøy	Hordaland	60.42597	5.14939		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Hetlevik/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Hetlevik/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Hetlevik/forecast.xml
1247	Håpoldo	41	Grend	Grend	Village	Askøy	Hordaland	60.55541	4.97247		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Håpoldo/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Håpoldo/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Håpoldo/forecast.xml
1247	Juvik	56	Tettbebyggelse	Tettbebyggelse	Settlement	Askøy	Hordaland	60.43472	5.17808		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Juvik/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Juvik/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Juvik/forecast.xml
1247	Kjerrgarden	26	Tettstad	Tettsted	Small town	Askøy	Hordaland	60.50185	5.09008		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Kjerrgarden/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Kjerrgarden/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Kjerrgarden/forecast.xml
1247	Kleppestø	21	Tettstad	Tettsted	Small town	Askøy	Hordaland	60.40844	5.22760		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Kleppestø/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Kleppestø/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Kleppestø/forecast.xml
1247	Kolavåg	45	Bygd	Bygd	Village area	Askøy	Hordaland	60.45343	5.12037		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Kolavåg/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Kolavåg/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Kolavåg/forecast.xml
1247	Marikoven	56	Tettbebyggelse	Tettbebyggelse	Settlement	Askøy	Hordaland	60.39248	5.17683		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Marikoven~92446/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Marikoven~92446/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Marikoven~92446/forecast.xml
1247	Merkesviki	26	Tettstad	Tettsted	Small town	Askøy	Hordaland	60.54628	4.98233		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Merkesviki/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Merkesviki/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Merkesviki/forecast.xml
1247	Ravnanger	45	Bygd	Bygd	Village area	Askøy	Hordaland	60.46019	5.15203		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Ravnanger/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Ravnanger/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Ravnanger/forecast.xml
1247	Skjelviki	41	Grend	Grend	Village	Askøy	Hordaland	60.50386	5.14298		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Skjelviki/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Skjelviki/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Skjelviki/forecast.xml
1247	Skråmestøi	45	Bygd	Bygd	Village area	Askøy	Hordaland	60.53393	4.99739		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Skråmestøi/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Skråmestøi/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Skråmestøi/forecast.xml
1247	Strusshamn	45	Bygd	Bygd	Village area	Askøy	Hordaland	60.40430	5.19279		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Strusshamn/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Strusshamn/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Strusshamn/forecast.xml
1247	Sørerdal	41	Grend	Grend	Village	Askøy	Hordaland	60.44008	5.22925		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Sørerdal/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Sørerdal/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Sørerdal/forecast.xml
1247	Trædet	56	Tettbebyggelse	Tettbebyggelse	Settlement	Askøy	Hordaland	60.50875	5.08549		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Trædet/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Trædet/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Trædet/forecast.xml
1247	Tveit	55	Kyrkje	Kirke	Church	Askøy	Hordaland	60.45430	5.13150		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Tveit/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Tveit/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Tveit/forecast.xml
1247	Tveitevåg	56	Tettbebyggelse	Tettbebyggelse	Settlement	Askøy	Hordaland	60.44667	5.13387		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Tveitevåg/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Tveitevåg/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Tveitevåg/forecast.xml
1247	Ådlandsviki	41	Grend	Grend	Village	Askøy	Hordaland	60.53216	5.02580		http://www.yr.no/stad/Noreg/Hordaland/Askøy/Ådlandsviki/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Askøy/Ådlandsviki/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Askøy/Ådlandsviki/forecast.xml
1251	Alexander Grieghytten	41	Turisthytte	Turisthytte	Hut	Vaksdal	Hordaland	60.53673	6.07915	600	http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Alexander_Grieghytten/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Alexander_Grieghytten/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Alexander_Grieghytten/forecast.xml
1251	Bergsdalen	55	Kyrkje	Kirke	Church	Vaksdal	Hordaland	60.57150	5.95030		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Bergsdalen/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Bergsdalen/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Bergsdalen/forecast.xml
1251	Dale	21	Tettstad	Tettsted	Small town	Vaksdal	Hordaland	60.58639	5.81886		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Dale/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Dale/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Dale/forecast.xml
1251	Dale	55	Kyrkje	Kirke	Church	Vaksdal	Hordaland	60.59031	5.82386		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Dale~107885/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Dale~107885/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Dale~107885/forecast.xml
1251	Dalegarden	41	Grend	Grend	Village	Vaksdal	Hordaland	60.58119	5.79374		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Dalegarden/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Dalegarden/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Dalegarden/forecast.xml
1251	Eidslandet	26	Tettstad	Tettsted	Small town	Vaksdal	Hordaland	60.73467	5.80158		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Eidslandet/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Eidslandet/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Eidslandet/forecast.xml
1251	Eidslandet	55	Kyrkje	Kirke	Church	Vaksdal	Hordaland	60.72984	5.79787		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Eidslandet~2291377/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Eidslandet~2291377/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Eidslandet~2291377/forecast.xml
1251	Eksingedal	55	Kyrkje	Kirke	Church	Vaksdal	Hordaland	60.78500	5.96164		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Eksingedal/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Eksingedal/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Eksingedal/forecast.xml
1251	Flatkvål	41	Grend	Grend	Village	Vaksdal	Hordaland	60.78549	5.95851		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Flatkvål/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Flatkvål/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Flatkvål/forecast.xml
1251	Fosse	41	Grend	Grend	Village	Vaksdal	Hordaland	60.57932	5.87313		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Fosse/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Fosse/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Fosse/forecast.xml
1251	Fossheim	41	Grend	Grend	Village	Vaksdal	Hordaland	60.54174	6.04364		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Fossheim/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Fossheim/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Fossheim/forecast.xml
1251	Helle	45	Bygd	Bygd	Village area	Vaksdal	Hordaland	60.56359	5.75367		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Helle/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Helle/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Helle/forecast.xml
1251	Holeberg	41	Grend	Grend	Village	Vaksdal	Hordaland	60.53824	6.07832		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Holeberg/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Holeberg/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Holeberg/forecast.xml
1251	Høgabu	41	Turisthytte	Turisthytte	Hut	Vaksdal	Hordaland	60.53485	5.92573	900	http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Høgabu/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Høgabu/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Høgabu/forecast.xml
1251	Høvik	41	Grend	Grend	Village	Vaksdal	Hordaland	60.78260	5.86541		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Høvik/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Høvik/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Høvik/forecast.xml
1251	Indre Bogo	45	Bygd	Bygd	Village area	Vaksdal	Hordaland	60.46681	5.74423		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Indre_Bogo/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Indre_Bogo/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Indre_Bogo/forecast.xml
1251	Klypet	41	Grend	Grend	Village	Vaksdal	Hordaland	60.57545	5.94494		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Klypet/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Klypet/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Klypet/forecast.xml
1251	Lavik	41	Grend	Grend	Village	Vaksdal	Hordaland	60.77792	6.01952		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Lavik/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Lavik/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Lavik/forecast.xml
1251	Lid	41	Grend	Grend	Village	Vaksdal	Hordaland	60.57392	5.94512		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Lid/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Lid/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Lid/forecast.xml
1251	Nesheim	55	Kyrkje	Kirke	Church	Vaksdal	Hordaland	60.79873	6.15536		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Nesheim/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Nesheim/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Nesheim/forecast.xml
1251	Nytun	41	Grend	Grend	Village	Vaksdal	Hordaland	60.67490	5.73154		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Nytun/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Nytun/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Nytun/forecast.xml
1251	Poyla	41	Grend	Grend	Village	Vaksdal	Hordaland	60.78212	5.85991		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Poyla/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Poyla/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Poyla/forecast.xml
1251	Stamnes	36	Kyrkje	Kirke	Church	Vaksdal	Hordaland	60.66436	5.74961		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Stamnes/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Stamnes/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Stamnes/forecast.xml
1251	Stamneshella	45	Bygd	Bygd	Village area	Vaksdal	Hordaland	60.66431	5.74992		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Stamneshella/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Stamneshella/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Stamneshella/forecast.xml
1251	Stanghelle	26	Tettstad	Tettsted	Small town	Vaksdal	Hordaland	60.55224	5.73630		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Stanghelle/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Stanghelle/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Stanghelle/forecast.xml
1251	Straume	45	Bygd	Bygd	Village area	Vaksdal	Hordaland	60.65664	5.80424		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Straume/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Straume/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Straume/forecast.xml
1251	Træet	41	Grend	Grend	Village	Vaksdal	Hordaland	60.67289	5.73275		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Træet/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Træet/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Træet/forecast.xml
1251	Træet gård	41	Turisthytte	Turisthytte	Hut	Vaksdal	Hordaland	60.56171	5.67034	220	http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Træet_gård/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Træet_gård/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Træet_gård/forecast.xml
1251	Vaksdal	16	Kommune	Kommune	Municipality	Vaksdal	Hordaland	60.59030	5.82272		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Vaksdal/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Vaksdal/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Vaksdal/forecast.xml
1251	Vaksdal	26	Tettstad	Tettsted	Small town	Vaksdal	Hordaland	60.47904	5.73736		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Vaksdal~93153/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Vaksdal~93153/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Vaksdal~93153/forecast.xml
1251	Vaksdal	55	Kyrkje	Kirke	Church	Vaksdal	Hordaland	60.47474	5.74383		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Vaksdal~93155/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Vaksdal~93155/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Vaksdal~93155/forecast.xml
1251	Verpen	45	Bygd	Bygd	Village area	Vaksdal	Hordaland	60.69314	5.74187		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Verpen/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Verpen/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Verpen/forecast.xml
1251	Ytre Bogo	45	Bygd	Bygd	Village area	Vaksdal	Hordaland	60.46146	5.74157		http://www.yr.no/stad/Noreg/Hordaland/Vaksdal/Ytre_Bogo/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Vaksdal/Ytre_Bogo/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Vaksdal/Ytre_Bogo/forecast.xml
1252	Mo	26	Bygd	Bygd	Village area	Modalen	Hordaland	60.81501	5.80285		http://www.yr.no/stad/Noreg/Hordaland/Modalen/Mo/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Modalen/Mo/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Modalen/Mo/forecast.xml
1252	Mo	55	Kyrkje	Kirke	Church	Modalen	Hordaland	60.81550	5.80217		http://www.yr.no/stad/Noreg/Hordaland/Modalen/Mo~122272/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Modalen/Mo~122272/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Modalen/Mo~122272/forecast.xml
1252	Norddalshytten	41	Turisthytte	Turisthytte	Hut	Modalen	Hordaland	61.01511	5.99650	1005	http://www.yr.no/stad/Noreg/Hordaland/Modalen/Norddalshytten/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Modalen/Norddalshytten/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Modalen/Norddalshytten/forecast.xml
1252	Straume	56	Bru	Bro	Bridge	Modalen	Hordaland	60.86537	5.97786		http://www.yr.no/stad/Noreg/Hordaland/Modalen/Straume/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Modalen/Straume/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Modalen/Straume/forecast.xml
1252	Straumen	56	Gardsbruk	Gårdsbruk	Farm	Modalen	Hordaland	60.76580	5.72857		http://www.yr.no/stad/Noreg/Hordaland/Modalen/Straumen/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Modalen/Straumen/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Modalen/Straumen/forecast.xml
1252	Stølsvatnet	56	Vatn	Vann	Lake	Modalen	Hordaland	60.97414	6.08891		http://www.yr.no/stad/Noreg/Hordaland/Modalen/Stølsvatnet/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Modalen/Stølsvatnet/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Modalen/Stølsvatnet/forecast.xml
1252	Vardadalsbu	41	Turisthytte	Turisthytte	Hut	Modalen	Hordaland	60.94689	5.88988	890	http://www.yr.no/stad/Noreg/Hordaland/Modalen/Vardadalsbu/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Modalen/Vardadalsbu/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Modalen/Vardadalsbu/forecast.xml
1253	Austbygdi	45	Bygd	Bygd	Village area	Osterøy	Hordaland	60.48555	5.55371		http://www.yr.no/stad/Noreg/Hordaland/Osterøy/Austbygdi/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Osterøy/Austbygdi/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Osterøy/Austbygdi/forecast.xml
1253	Bruvik	26	Tettstad	Tettsted	Small town	Osterøy	Hordaland	60.48073	5.68331		http://www.yr.no/stad/Noreg/Hordaland/Osterøy/Bruvik/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Osterøy/Bruvik/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Osterøy/Bruvik/forecast.xml
1253	Bruvik	55	Kyrkje	Kirke	Church	Osterøy	Hordaland	60.47954	5.67642		http://www.yr.no/stad/Noreg/Hordaland/Osterøy/Bruvik~513354/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Osterøy/Bruvik~513354/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Osterøy/Bruvik~513354/forecast.xml
1253	Fotlandsvåg	26	Tettstad	Tettsted	Small town	Osterøy	Hordaland	60.58963	5.52404		http://www.yr.no/stad/Noreg/Hordaland/Osterøy/Fotlandsvåg/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Osterøy/Fotlandsvåg/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Osterøy/Fotlandsvåg/forecast.xml
1253	Gjerstad	55	Kyrkje	Kirke	Church	Osterøy	Hordaland	60.49996	5.54739		http://www.yr.no/stad/Noreg/Hordaland/Osterøy/Gjerstad/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Osterøy/Gjerstad/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Osterøy/Gjerstad/forecast.xml
1253	Hamre	45	Bygd	Bygd	Village area	Osterøy	Hordaland	60.54662	5.35849		http://www.yr.no/stad/Noreg/Hordaland/Osterøy/Hamre/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Osterøy/Hamre/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Osterøy/Hamre/forecast.xml
1253	Hamre	55	Kyrkje	Kirke	Church	Osterøy	Hordaland	60.54480	5.35207		http://www.yr.no/stad/Noreg/Hordaland/Osterøy/Hamre~107080/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Osterøy/Hamre~107080/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Osterøy/Hamre~107080/forecast.xml
1253	Haus	26	Tettstad	Tettsted	Small town	Osterøy	Hordaland	60.45310	5.49601		http://www.yr.no/stad/Noreg/Hordaland/Osterøy/Haus/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Osterøy/Haus/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Osterøy/Haus/forecast.xml
1253	Haus	55	Kyrkje	Kirke	Church	Osterøy	Hordaland	60.45381	5.49331		http://www.yr.no/stad/Noreg/Hordaland/Osterøy/Haus~93191/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Osterøy/Haus~93191/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Osterøy/Haus~93191/forecast.xml
1253	Hjellviki	41	Grend	Grend	Village	Osterøy	Hordaland	60.55175	5.40937		http://www.yr.no/stad/Noreg/Hordaland/Osterøy/Hjellviki/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Osterøy/Hjellviki/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Osterøy/Hjellviki/forecast.xml
1253	Hosanger	56	Tettbebyggelse	Tettbebyggelse	Settlement	Osterøy	Hordaland	60.57515	5.47762		http://www.yr.no/stad/Noreg/Hordaland/Osterøy/Hosanger~107888/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Osterøy/Hosanger~107888/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Osterøy/Hosanger~107888/forecast.xml
1253	Hosanger	55	Kyrkje	Kirke	Church	Osterøy	Hordaland	60.57738	5.47471		http://www.yr.no/stad/Noreg/Hordaland/Osterøy/Hosanger/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Osterøy/Hosanger/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Osterøy/Hosanger/forecast.xml
