Postnr	Poststad	Bruksområde	Kommunenummer	Lat	Lon	Merknad	Nynorsk	Bokmål	Engelsk	
4401	Flekkefjord	Postboksar	1004	58.29656	6.65916	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4401/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4401/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4401/varsel.xml	
4402	Flekkefjord	Postboksar	1004	58.29660	6.65920	Datakvalitet: 1. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4402/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4402/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4402/varsel.xml	
4403	Flekkefjord	Postboksar	1004	58.29660	6.65920	Datakvalitet: 1. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4403/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4403/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4403/varsel.xml	
4420	Åna-Sira	Gate-/veg-adresse	1004	58.29250	6.44030	Datakvalitet: 2. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4420/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4420/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4420/varsel.xml	
4432	Hidrasund	Gate-/veg-adresse	1004	58.23203	6.53859	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4432/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4432/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4432/varsel.xml	
4434	Andabeløy	Gate-/veg-adresse	1004	58.23250	6.67110	Datakvalitet: 2. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4434/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4434/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4434/varsel.xml	
4436	Gyland	Gate-/veg-adresse	1004	58.43080	6.83970	Datakvalitet: 2. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4436/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4436/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4436/varsel.xml	
4438	Sira	Gateadresser og postboksar	1004	58.41621	6.66066	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4438/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4438/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4438/varsel.xml	
4440	Tonstad	Gate-/veg-adresse	1046	58.66510	6.71700	Datakvalitet: 5. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4440/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4440/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4440/varsel.xml	
4441	Tonstad	Postboksar	1046	58.66520	6.71670	Datakvalitet: 1. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4441/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4441/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4441/varsel.xml	
4443	Tjørhom	Gate-/veg-adresse	1046	58.88820	6.85120	Datakvalitet: 2. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4443/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4443/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4443/varsel.xml	
4460	Moi	Gate-/veg-adresse	1112	58.45740	6.55130	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4460/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4460/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4460/varsel.xml	
4462	Hovsherad	Gate-/veg-adresse	1112	58.52550	6.49820	Datakvalitet: 3. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4462/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4462/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4462/varsel.xml	
4463	Ualand	Gate-/veg-adresse	1112	58.53120	6.34060	Datakvalitet: 2. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4463/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4463/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4463/varsel.xml	
4465	Moi	Postboksar	1112	58.46108	6.54538	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4465/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4465/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4465/varsel.xml	
4473	Kvinlog	Gate-/veg-adresse	1037	58.52320	6.93590	Datakvalitet: 5. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4473/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4473/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4473/varsel.xml	
4480	Kvinesdal	Gate-/veg-adresse	1037	58.31220	6.96180	Datakvalitet: 2. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4480/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4480/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4480/varsel.xml	
4484	Øyestranda	Gate-/veg-adresse	1037	58.27710	6.89100	Datakvalitet: 3. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4484/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4484/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4484/varsel.xml	
4485	Feda	Gateadresser og postboksar	1037	58.26929	6.81737	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4485/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4485/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4485/varsel.xml	
4490	Kvinesdal	Postboksar	1037	58.31770	6.95876	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4490/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4490/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4490/varsel.xml	
4491	Kvinesdal	Postboksar	1037	58.31760	6.95870	Datakvalitet: 2. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4491/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4491/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4491/varsel.xml	
4492	Kvinesdal	Postboksar	1037	58.31760	6.95870	Datakvalitet: 2. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4492/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4492/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4492/varsel.xml	
4501	Mandal	Postboksar	1002	58.02894	7.46084	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4501/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4501/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4501/varsel.xml	
4502	Mandal	Postboksar	1002	58.02890	7.46080	Datakvalitet: 1. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4502/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4502/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4502/varsel.xml	
4503	Mandal	Postboksar	1002	58.02890	7.46080	Datakvalitet: 1. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4503/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4503/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4503/varsel.xml	
4504	Mandal	Postboksar	1002	58.02890	7.46080	Datakvalitet: 1. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4504/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4504/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4504/varsel.xml	
4505	Mandal	Postboksar	1002	58.02890	7.46080	Datakvalitet: 1. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4505/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4505/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4505/varsel.xml	
4506	Mandal	Postboksar	1002	58.03086	7.49038	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4506/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4506/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4506/varsel.xml	
4509	Mandal	Postboksar	1002	58.02870	7.46100	Datakvalitet: 5. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4509/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4509/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4509/varsel.xml	
4512	Lindesnes (ikkje i bruk)	Gate-/veg-adresse	1029	57.99740	7.08110	Datakvalitet: 3. Koordinatar endra 07.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4512/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4512/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4512/varsel.xml	
4513	Mandal	Gate-/veg-adresse	1002	58.02000	7.40280	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4513/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4513/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4513/varsel.xml	
4514	Mandal	Gate-/veg-adresse	1002	58.02810	7.44510	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4514/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4514/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4514/varsel.xml	
4515	Mandal	Gate-/veg-adresse	1002	58.02740	7.47870	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4515/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4515/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4515/varsel.xml	
4516	Mandal	Gate-/veg-adresse	1002	58.01050	7.55770	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4516/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4516/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4516/varsel.xml	
4517	Mandal	Gate-/veg-adresse	1002	58.03920	7.45900	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4517/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4517/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4517/varsel.xml	
4519	Holum	Gate-/veg-adresse	1002	58.09610	7.52220	Datakvalitet: 3. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4519/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4519/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4519/varsel.xml	
4520	Lindesnes	Gate-/veg-adresse	1029	58.08430	7.30300	Datakvalitet: 2. Koordinatar endra 23.12.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4520/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4520/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4520/varsel.xml	
4521	Lindesnes	Gate-/veg-adresse	1029	58.04510	7.13990	Datakvalitet: 3. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4521/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4521/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4521/varsel.xml	
4522	Lindesnes	Postboksar	1029	58.04470	7.14400	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4522/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4522/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4522/varsel.xml	
4523	Lindesnes	Postboksar	1029	58.08470	7.30300	Datakvalitet: 1. Koordinatar endra 23.12.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4523/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4523/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4523/varsel.xml	
4524	Lindesnes	Postboksar	1029	58.08294	7.30367	Datakvalitet: 1. Koordinatar endra 23.12.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4524/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4524/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4524/varsel.xml	
4525	Konsmo	Gateadresser og postboksar	1027	58.28456	7.35439	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4525/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4525/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4525/varsel.xml	
4528	Kollungtveit	Gate-/veg-adresse	1027	58.48850	7.46650	Datakvalitet: 2. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4528/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4528/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4528/varsel.xml	
4529	Byremo	Gate-/veg-adresse	1027	58.42123	7.40283	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4529/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4529/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4529/varsel.xml	
4532	Øyslebø	Gate-/veg-adresse	1021	58.16950	7.55430	Datakvalitet: 2. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4532/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4532/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4532/varsel.xml	
4534	Marnardal	Gateadresser og postboksar	1021	58.21324	7.51454	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4534/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4534/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4534/varsel.xml	
4536	Bjelland	Gate-/veg-adresse	1021	58.38350	7.52780	Datakvalitet: 5. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4536/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4536/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4536/varsel.xml	
4540	Åseral	Gateadresser og postboksar	1026	58.61658	7.42027	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4540/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4540/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4540/varsel.xml	
4544	Fossdal	Gate-/veg-adresse	1026	58.53880	7.35550	Datakvalitet: 2. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4544/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4544/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4544/varsel.xml	
4550	Farsund	Gate-/veg-adresse	1003	58.09450	6.80200	Datakvalitet: 5. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4550/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4550/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4550/varsel.xml	
4551	Farsund	Postboksar	1003	58.09560	6.79510	Datakvalitet: 1. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4551/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4551/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4551/varsel.xml	
4552	Farsund	Postboksar	1003	58.09560	6.79510	Datakvalitet: 1. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4552/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4552/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4552/varsel.xml	
4553	Farsund	Postboksar	1003	58.09189	6.80811	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4553/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4553/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4553/varsel.xml	
4554	Farsund	Postboksar	1003	58.09560	6.79510	Datakvalitet: 1. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4554/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4554/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4554/varsel.xml	
4557	Vanse	Postboksar	1003	58.09771	6.69258	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4557/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4557/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4557/varsel.xml	
4558	Vanse	Postboksar	1003	58.09790	6.69050	Datakvalitet: 1. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4558/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4558/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4558/varsel.xml	
4560	Vanse	Gate-/veg-adresse	1003	58.09810	6.69180	Datakvalitet: 2. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4560/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4560/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4560/varsel.xml	
4563	Borhaug	Gate-/veg-adresse	1003	58.10070	6.58350	Datakvalitet: 2. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4563/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4563/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4563/varsel.xml	
4575	Lyngdal	Postboksar	1032	58.13711	7.07366	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4575/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4575/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4575/varsel.xml	
4576	Lyngdal	Postboksar	1032	58.13730	7.07200	Datakvalitet: 1. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4576/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4576/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4576/varsel.xml	
4577	Lyngdal	Postboksar	1032	58.13730	7.07200	Datakvalitet: 1. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4577/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4577/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4577/varsel.xml	
4579	Lyngdal	Postboksar	1032	58.15635	7.10168	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4579/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4579/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4579/varsel.xml	
4580	Lyngdal	Gate-/veg-adresse	1032	58.13760	7.06860	Datakvalitet: 3. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4580/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4580/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4580/varsel.xml	
4586	Korshamn	Gate-/veg-adresse	1032	58.02280	7.00120	Datakvalitet: 5. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4586/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4586/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4586/varsel.xml	
4588	Kvås	Gate-/veg-adresse	1032	58.26330	7.19960	Datakvalitet: 2. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4588/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4588/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4588/varsel.xml	
4590	Snartemo	Gate-/veg-adresse	1034	58.33210	7.20980	Datakvalitet: 5. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4590/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4590/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4590/varsel.xml	
4595	Tingvatn	Gate-/veg-adresse	1034	58.37357	7.22156	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4595/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4595/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4595/varsel.xml	
4596	Eiken	Gateadresser og postboksar	1034	58.47204	7.22615	Datakvalitet: 1. Koordinatar endra 11.10.2011. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4596/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4596/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4596/varsel.xml	
4604	Kristiansand S	Postboksar	1001	58.16389	7.98142	Datakvalitet: 1. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4604/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4604/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4604/varsel.xml	
4605	Kristiansand S	Postboksar	1001	58.16300	8.00800	Datakvalitet: 2. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4605/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4605/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4605/varsel.xml	
4606	Kristiansand S	Postboksar	1001	58.17930	8.12260	Datakvalitet: 5. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4606/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4606/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4606/varsel.xml	
4608	Kristiansand S	Gate-/veg-adresse	1001	58.14840	8.00310	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4608/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4608/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4608/varsel.xml	
4609	Kardemomme By	Firma/organisasjon med eige postnummer	1001	58.18725	8.14020	Datakvalitet: 2. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4609/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4609/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4609/varsel.xml	
4610	Kristiansand S	Gate-/veg-adresse	1001	58.14370	7.99680	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4610/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4610/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4610/varsel.xml	
4611	Kristiansand S	Gate-/veg-adresse	1001	58.14580	7.99380	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4611/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4611/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4611/varsel.xml	
4612	Kristiansand S	Gate-/veg-adresse	1001	58.14770	7.99080	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4612/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4612/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4612/varsel.xml	
4613	Kristiansand S	Gate-/veg-adresse	1001	58.14680	7.98400	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4613/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4613/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4613/varsel.xml	
4614	Kristiansand S	Gate-/veg-adresse	1001	58.14960	7.99740	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4614/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4614/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4614/varsel.xml	
4615	Kristiansand S	Gate-/veg-adresse	1001	58.15750	7.98880	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4615/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4615/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4615/varsel.xml	
4616	Kristiansand S	Gate-/veg-adresse	1001	58.15260	7.97510	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4616/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4616/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4616/varsel.xml	
4617	Kristiansand S	Gate-/veg-adresse	1001	58.15110	7.96140	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4617/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4617/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4617/varsel.xml	
4618	Kristiansand S	Gate-/veg-adresse	1001	58.18890	7.92920	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4618/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4618/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4618/varsel.xml	
4619	Mosby	Gate-/veg-adresse	1001	58.21730	7.92330	Datakvalitet: 2. Koordinatar endra 28.09.2012. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4619/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4619/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4619/varsel.xml	
4620	Kristiansand S	Gate-/veg-adresse	1001	58.12270	7.94780	Datakvalitet: 5. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4620/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4620/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4620/varsel.xml	
4621	Kristiansand S	Gate-/veg-adresse	1001	58.12470	7.95240	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4621/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4621/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4621/varsel.xml	
4622	Kristiansand S	Gate-/veg-adresse	1001	58.11760	7.94090	Datakvalitet: 3. Oppdatert 18.10.2012	http://www.yr.no/sted/Norge/postnummer/4622/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4622/varsel.xml	http://www.yr.no/sted/Norge/postnummer/4622/varsel.xml	
